Player,Team,Minutes,goals_per_90,player_expected_goals_per_90,player_expected_assists_per_90,player_accurate_passes,player_accurate_long_balls,player_tackles_won,player_interceptions,player_effective_clearances,player_contests_won,player_big_chances_created,league,goals_per_90_percentile,player_expected_goals_per_90_percentile,player_expected_assists_per_90_percentile,player_accurate_passes_percentile,player_accurate_long_balls_percentile,player_tackles_won_percentile,player_interceptions_percentile,player_effective_clearances_percentile,player_contests_won_percentile,player_big_chances_created_percentile
Ermedin Demirovic,FC Augsburg,2879,0.47,0.42,0.12,11.5,0.3,0.4,0.3,0.8,0.9,8.0,Bundesliga,0.918552036199095,0.8959276018099548,0.49547511312217196,0.024886877828054297,0.06787330316742081,0.14705882352941177,0.22171945701357465,0.32805429864253394,0.6244343891402715,0.8371040723981901
Omar Marmoush,Eintracht Frankfurt,2310,0.47,0.45,0.17,15.3,0.6,0.4,0.4,0.3,1.5,6.0,Bundesliga,0.918552036199095,0.9276018099547512,0.6945701357466063,0.11312217194570136,0.19230769230769232,0.14705882352941177,0.31447963800904977,0.0746606334841629,0.8280542986425339,0.7669683257918553
Jonathan Burkardt,1. FSV Mainz 05,1541,0.47,0.36,0.06,15.0,0.6,0.5,0.2,0.1,1.3,4.0,Bundesliga,0.918552036199095,0.8552036199095022,0.22624434389140272,0.09954751131221719,0.19230769230769232,0.19004524886877827,0.11990950226244344,0.01583710407239819,0.7828054298642534,0.6040723981900452
Niclas Füllkrug,Borussia Dortmund,2405,0.45,0.48,0.14,15.9,0.8,0.1,0.1,1.0,0.2,7.0,Bundesliga,0.9095022624434389,0.9479638009049773,0.5882352941176471,0.1493212669683258,0.29411764705882354,0.02262443438914027,0.05203619909502263,0.41402714932126694,0.13574660633484162,0.8076923076923077
Florian Wirtz,Bayer 04 Leverkusen,2377,0.42,0.34,0.37,56.7,1.1,0.7,0.3,0.1,3.0,12.0,Bundesliga,0.8981900452488688,0.8235294117647058,0.9864253393665159,0.8868778280542986,0.40497737556561086,0.3438914027149321,0.22171945701357465,0.01583710407239819,0.9660633484162896,0.9276018099547512
Davie Selke,FC Köln,1271,0.42,0.34,0.02,10.2,0.0,0.1,0.0,1.4,0.4,0.0,Bundesliga,0.8981900452488688,0.8235294117647058,0.033936651583710405,0.013574660633484163,0.006787330316742082,0.02262443438914027,0.013574660633484163,0.5859728506787331,0.2828054298642534,0.07692307692307693
Goncalo Paciencia,VfL Bochum,645,0.42,0.41,0.08,14.9,1.0,0.6,0.0,1.0,1.7,3.0,Bundesliga,0.8981900452488688,0.8868778280542986,0.33710407239819007,0.08823529411764706,0.36425339366515835,0.26018099547511314,0.013574660633484163,0.41402714932126694,0.8552036199095022,0.48868778280542985
Nikola Dovedan,1. FC Heidenheim 1846,646,0.42,0.27,0.12,17.0,1.0,1.3,0.1,0.4,1.1,2.0,Bundesliga,0.8981900452488688,0.753393665158371,0.49547511312217196,0.16968325791855204,0.36425339366515835,0.8076923076923077,0.05203619909502263,0.11990950226244344,0.7239819004524887,0.3506787330316742
Marvin Ducksch,SV Werder Bremen,2710,0.4,0.42,0.22,17.2,1.2,0.1,0.1,0.7,0.4,12.0,Bundesliga,0.8823529411764706,0.8959276018099548,0.8257918552036199,0.17647058823529413,0.45248868778280543,0.02262443438914027,0.05203619909502263,0.26018099547511314,0.2828054298642534,0.9276018099547512
Amine Adli,Bayer 04 Leverkusen,890,0.4,0.34,0.29,35.9,0.3,0.7,0.6,0.5,1.3,3.0,Bundesliga,0.8823529411764706,0.8235294117647058,0.916289592760181,0.6606334841628959,0.06787330316742081,0.3438914027149321,0.43891402714932126,0.17194570135746606,0.7828054298642534,0.48868778280542985
Tomas Cvancara,Borussia Mönchengladbach,892,0.4,0.6,0.08,13.6,0.2,0.3,0.2,0.8,0.5,1.0,Bundesliga,0.8823529411764706,0.9773755656108597,0.33710407239819007,0.05429864253393665,0.033936651583710405,0.09728506787330317,0.11990950226244344,0.32805429864253394,0.36877828054298645,0.2149321266968326
Ihlas Bebou,TSG Hoffenheim,1628,0.39,0.27,0.16,18.0,0.8,0.7,0.8,0.7,1.4,5.0,Bundesliga,0.8687782805429864,0.753393665158371,0.6470588235294118,0.20361990950226244,0.29411764705882354,0.3438914027149321,0.5475113122171946,0.26018099547511314,0.8076923076923077,0.6968325791855203
